"","ActivityLabel","SubjectId","ActivityName","Feature","mean"
"33",1,1,"WALKING","tBodyAccJerk-mean()-X",0.0740416333157895
"34",1,1,"WALKING","tBodyAccJerk-mean()-Y",0.0282721095884211
"35",1,1,"WALKING","tBodyAccJerk-mean()-Z",-0.00416840617789474
"36",1,1,"WALKING","tBodyAccJerk-std()-X",-0.113615602435789
"37",1,1,"WALKING","tBodyAccJerk-std()-Y",0.0670025007684211
"38",1,1,"WALKING","tBodyAccJerk-std()-Z",-0.502699788526316
"39",1,1,"WALKING","tBodyAccJerkMag-mean()",-0.141428809031579
"40",1,1,"WALKING","tBodyAccJerkMag-std()",-0.0744717500625263
"41",1,1,"WALKING","tBodyAccMag-mean()",-0.136971176556842
"42",1,1,"WALKING","tBodyAccMag-std()",-0.219688645631579
"43",1,1,"WALKING","tBodyGyro-mean()-X",-0.041830963526
"44",1,1,"WALKING","tBodyGyro-mean()-Y",-0.0695300462115789
"45",1,1,"WALKING","tBodyGyro-mean()-Z",0.0849448173042105
"46",1,1,"WALKING","tBodyGyro-std()-X",-0.473535485894737
"47",1,1,"WALKING","tBodyGyro-std()-Y",-0.0546077686594737
"48",1,1,"WALKING","tBodyGyro-std()-Z",-0.344266629473684
"49",1,1,"WALKING","tBodyGyroJerk-mean()-X",-0.0899975423705263
"50",1,1,"WALKING","tBodyGyroJerk-mean()-Y",-0.0398428709463158
"51",1,1,"WALKING","tBodyGyroJerk-mean()-Z",-0.0461309295021053
"52",1,1,"WALKING","tBodyGyroJerk-std()-X",-0.207421854757895
"53",1,1,"WALKING","tBodyGyroJerk-std()-Y",-0.304468510631579
"54",1,1,"WALKING","tBodyGyroJerk-std()-Z",-0.404255452631579
"55",1,1,"WALKING","tBodyGyroJerkMag-mean()",-0.298703679084211
"56",1,1,"WALKING","tBodyGyroJerkMag-std()",-0.325324878894737
"57",1,1,"WALKING","tBodyGyroMag-mean()",-0.160979552536842
"58",1,1,"WALKING","tBodyGyroMag-std()",-0.186978364526316
"59",1,1,"WALKING","tGravityAcc-mean()-X",0.935223201473684
"60",1,1,"WALKING","tGravityAcc-mean()-Y",-0.282165021263158
"61",1,1,"WALKING","tGravityAcc-mean()-Z",-0.068102864
"62",1,1,"WALKING","tGravityAcc-std()-X",-0.976609642526316
"63",1,1,"WALKING","tGravityAcc-std()-Y",-0.971305961473684
"64",1,1,"WALKING","tGravityAcc-std()-Z",-0.947717226105263
"65",1,1,"WALKING","tGravityAccMag-mean()",-0.136971176556842
"66",1,1,"WALKING","tGravityAccMag-std()",-0.219688645631579
"67",1,2,"WALKING","fBodyAcc-mean()-X",-0.346048161016949
"68",1,2,"WALKING","fBodyAcc-mean()-Y",-0.0219048103322034
"69",1,2,"WALKING","fBodyAcc-mean()-Z",-0.453806369830508
"70",1,2,"WALKING","fBodyAcc-std()-X",-0.457651383728814
"71",1,2,"WALKING","fBodyAcc-std()-Y",-0.16921968620339
"72",1,2,"WALKING","fBodyAcc-std()-Z",-0.455222146440678
"73",1,2,"WALKING","fBodyAccJerk-mean()-X",-0.304615322881356
"74",1,2,"WALKING","fBodyAccJerk-mean()-Y",-0.0787640836610169
"75",1,2,"WALKING","fBodyAccJerk-mean()-Z",-0.554956709661017
"76",1,2,"WALKING","fBodyAccJerk-std()-X",-0.31431306340678
"77",1,2,"WALKING","fBodyAccJerk-std()-Y",-0.0153329520084746
"78",1,2,"WALKING","fBodyAccJerk-std()-Z",-0.615898188474576
"79",1,2,"WALKING","fBodyAccMag-mean()",-0.324289427932203
"80",1,2,"WALKING","fBodyAccMag-std()",-0.577105211694915
"81",1,2,"WALKING","fBodyBodyAccJerkMag-mean()",-0.169064352813559
"82",1,2,"WALKING","fBodyBodyAccJerkMag-std()",-0.164091969449153
"83",1,2,"WALKING","fBodyBodyGyroJerkMag-mean()",-0.583249293389831
"84",1,2,"WALKING","fBodyBodyGyroJerkMag-std()",-0.558104554745763
"85",1,2,"WALKING","fBodyBodyGyroMag-mean()",-0.530704814745763
"86",1,2,"WALKING","fBodyBodyGyroMag-std()",-0.651792839661017
"87",1,2,"WALKING","fBodyGyro-mean()-X",-0.429713536101695
"88",1,2,"WALKING","fBodyGyro-mean()-Y",-0.55477211220339
"89",1,2,"WALKING","fBodyGyro-mean()-Z",-0.396659907457627
"90",1,2,"WALKING","fBodyGyro-std()-X",-0.604053019152542
"91",1,2,"WALKING","fBodyGyro-std()-Y",-0.533046952542373
"92",1,2,"WALKING","fBodyGyro-std()-Z",-0.559856635084746
"93",1,2,"WALKING","tBodyAcc-mean()-X",0.276426586440678
"94",1,2,"WALKING","tBodyAcc-mean()-Y",-0.0185949199145763
"95",1,2,"WALKING","tBodyAcc-mean()-Z",-0.105500357966102
"96",1,2,"WALKING","tBodyAcc-std()-X",-0.423642838474576
"97",1,2,"WALKING","tBodyAcc-std()-Y",-0.0780912533118644
"98",1,2,"WALKING","tBodyAcc-std()-Z",-0.425257524915254
"99",1,2,"WALKING","tBodyAccJerk-mean()-X",0.0618080696279661
"100",1,2,"WALKING","tBodyAccJerk-mean()-Y",0.0182492679288136
"101",1,2,"WALKING","tBodyAccJerk-mean()-Z",0.00789533706610169
"102",1,2,"WALKING","tBodyAccJerk-std()-X",-0.277530462620339
"103",1,2,"WALKING","tBodyAccJerk-std()-Y",-0.0166022362847458
"104",1,2,"WALKING","tBodyAccJerk-std()-Z",-0.586090418983051
"105",1,2,"WALKING","tBodyAccJerkMag-mean()",-0.281424153881356
"106",1,2,"WALKING","tBodyAccJerkMag-std()",-0.164150985127119
"107",1,2,"WALKING","tBodyAccMag-mean()",-0.290407593728814
"108",1,2,"WALKING","tBodyAccMag-std()",-0.422544169322034
"109",1,2,"WALKING","tBodyGyro-mean()-X",-0.0530258157347458
"110",1,2,"WALKING","tBodyGyro-mean()-Y",-0.0482382316949153
"111",1,2,"WALKING","tBodyGyro-mean()-Z",0.0828336633220339
"112",1,2,"WALKING","tBodyGyro-std()-X",-0.561550255762712
"113",1,2,"WALKING","tBodyGyro-std()-Y",-0.53845366779661
"114",1,2,"WALKING","tBodyGyro-std()-Z",-0.481085535084746
"115",1,2,"WALKING","tBodyGyroJerk-mean()-X",-0.0818833429152542
"116",1,2,"WALKING","tBodyGyroJerk-mean()-Y",-0.0538299449067797
"117",1,2,"WALKING","tBodyGyroJerk-mean()-Z",-0.0514939156830508
"118",1,2,"WALKING","tBodyGyroJerk-std()-X",-0.389549831525424
"119",1,2,"WALKING","tBodyGyroJerk-std()-Y",-0.634140436101695
"120",1,2,"WALKING","tBodyGyroJerk-std()-Z",-0.435492677288136
"121",1,2,"WALKING","tBodyGyroJerkMag-mean()",-0.547911950338983
"122",1,2,"WALKING","tBodyGyroJerkMag-std()",-0.557798151355932
"123",1,2,"WALKING","tBodyGyroMag-mean()",-0.446549092881356
"124",1,2,"WALKING","tBodyGyroMag-std()",-0.553019916271186
"125",1,2,"WALKING","tGravityAcc-mean()-X",0.91301733338983
"126",1,2,"WALKING","tGravityAcc-mean()-Y",-0.34660709
"127",1,2,"WALKING","tGravityAcc-mean()-Z",0.0847270871186441
"128",1,2,"WALKING","tGravityAcc-std()-X",-0.972693201355932
"129",1,2,"WALKING","tGravityAcc-std()-Y",-0.972116879661017
"130",1,2,"WALKING","tGravityAcc-std()-Z",-0.972072847627119
"131",1,2,"WALKING","tGravityAccMag-mean()",-0.290407593728814
"132",1,2,"WALKING","tGravityAccMag-std()",-0.422544169322034
"133",1,3,"WALKING","fBodyAcc-mean()-X",-0.316614011689655
"134",1,3,"WALKING","fBodyAcc-mean()-Y",-0.0813024353275862
"135",1,3,"WALKING","fBodyAcc-mean()-Z",-0.412374074482759
"136",1,3,"WALKING","fBodyAcc-std()-X",-0.379276781206897
"137",1,3,"WALKING","fBodyAcc-std()-Y",-0.124030832001724
"138",1,3,"WALKING","fBodyAcc-std()-Z",-0.422998473965517
"139",1,3,"WALKING","fBodyAccJerk-mean()-X",-0.304694442551724
"140",1,3,"WALKING","fBodyAccJerk-mean()-Y",-0.140508590224138
"141",1,3,"WALKING","fBodyAccJerk-mean()-Z",-0.514137255344828
"142",1,3,"WALKING","fBodyAccJerk-std()-X",-0.296596633103448
"143",1,3,"WALKING","fBodyAccJerk-std()-Y",-0.00561498755362069
"144",1,3,"WALKING","fBodyAccJerk-std()-Z",-0.543529108103448
"145",1,3,"WALKING","fBodyAccMag-mean()",-0.290031535172414
"146",1,3,"WALKING","fBodyAccMag-std()",-0.456373080862069
"147",1,3,"WALKING","fBodyBodyAccJerkMag-mean()",-0.186764516965517
"148",1,3,"WALKING","fBodyBodyAccJerkMag-std()",-0.0898519904044828
"149",1,3,"WALKING","fBodyBodyGyroJerkMag-mean()",-0.607751646034483
"150",1,3,"WALKING","fBodyBodyGyroJerkMag-std()",-0.549087007931034
"151",1,3,"WALKING","fBodyBodyGyroMag-mean()",-0.569755772241379
"152",1,3,"WALKING","fBodyBodyGyroMag-std()",-0.632643292931034
"153",1,3,"WALKING","fBodyGyro-mean()-X",-0.437845763793103
"154",1,3,"WALKING","fBodyGyro-mean()-Y",-0.561526265344828
"155",1,3,"WALKING","fBodyGyro-mean()-Z",-0.418126217413793
"156",1,3,"WALKING","fBodyGyro-std()-X",-0.615121369827586
"157",1,3,"WALKING","fBodyGyro-std()-Y",-0.568888673448276
"158",1,3,"WALKING","fBodyGyro-std()-Z",-0.545896388103448
"159",1,3,"WALKING","tBodyAcc-mean()-X",0.275567462068966
"160",1,3,"WALKING","tBodyAcc-mean()-Y",-0.0171767844203448
"161",1,3,"WALKING","tBodyAcc-mean()-Z",-0.112674859827586
"162",1,3,"WALKING","tBodyAcc-std()-X",-0.360356726034483
"163",1,3,"WALKING","tBodyAcc-std()-Y",-0.0699140652103448
"164",1,3,"WALKING","tBodyAcc-std()-Z",-0.387411994310345
"165",1,3,"WALKING","tBodyAccJerk-mean()-X",0.0814745882660345
"166",1,3,"WALKING","tBodyAccJerk-mean()-Y",0.0100591485
"167",1,3,"WALKING","tBodyAccJerk-mean()-Z",-0.00562264594827586
"168",1,3,"WALKING","tBodyAccJerk-std()-X",-0.26867964387931
"169",1,3,"WALKING","tBodyAccJerk-std()-Y",-0.0449619594258621
"170",1,3,"WALKING","tBodyAccJerk-std()-Z",-0.52948611637931
"171",1,3,"WALKING","tBodyAccJerkMag-mean()",-0.280009317413793
"172",1,3,"WALKING","tBodyAccJerkMag-std()",-0.139916355325862
"173",1,3,"WALKING","tBodyAccMag-mean()",-0.254690333275862
"174",1,3,"WALKING","tBodyAccMag-std()",-0.328428936551724
"175",1,3,"WALKING","tBodyGyro-mean()-X",-0.0256405192517241
"176",1,3,"WALKING","tBodyGyro-mean()-Y",-0.0779150937413793
"177",1,3,"WALKING","tBodyGyro-mean()-Z",0.0813485942827586
"178",1,3,"WALKING","tBodyGyro-std()-X",-0.571869560172414
"179",1,3,"WALKING","tBodyGyro-std()-Y",-0.563793260172414
"180",1,3,"WALKING","tBodyGyro-std()-Z",-0.476696411551724
"181",1,3,"WALKING","tBodyGyroJerk-mean()-X",-0.0952398165017241
"182",1,3,"WALKING","tBodyGyroJerk-mean()-Y",-0.0387874651724138
"183",1,3,"WALKING","tBodyGyroJerk-mean()-Z",-0.0503616100815517
"184",1,3,"WALKING","tBodyGyroJerk-std()-X",-0.385922986034483
"185",1,3,"WALKING","tBodyGyroJerk-std()-Y",-0.639087984137931
"186",1,3,"WALKING","tBodyGyroJerk-std()-Z",-0.536664080344828
"187",1,3,"WALKING","tBodyGyroJerkMag-mean()",-0.566135217931034
"188",1,3,"WALKING","tBodyGyroJerkMag-std()",-0.567371560862069
"189",1,3,"WALKING","tBodyGyroMag-mean()",-0.466411754137931
"190",1,3,"WALKING","tBodyGyroMag-std()",-0.561510683275862
"191",1,3,"WALKING","tGravityAcc-mean()-X",0.936506743275862
"192",1,3,"WALKING","tGravityAcc-mean()-Y",-0.261986357931034
"193",1,3,"WALKING","tGravityAcc-mean()-Z",-0.138107866258621
"194",1,3,"WALKING","tGravityAcc-std()-X",-0.97777159137931
"195",1,3,"WALKING","tGravityAcc-std()-Y",-0.962355639482759
"196",1,3,"WALKING","tGravityAcc-std()-Z",-0.952091795
"197",1,3,"WALKING","tGravityAccMag-mean()",-0.254690333275862
"198",1,3,"WALKING","tGravityAccMag-std()",-0.328428936551724
"199",1,4,"WALKING","fBodyAcc-mean()-X",-0.426719449666667
"200",1,4,"WALKING","fBodyAcc-mean()-Y",-0.14939963344
"201",1,4,"WALKING","fBodyAcc-mean()-Z",-0.631005470833333
"202",1,4,"WALKING","fBodyAcc-std()-X",-0.447234929666667
"203",1,4,"WALKING","fBodyAcc-std()-Y",-0.101799450565167
"204",1,4,"WALKING","fBodyAcc-std()-Z",-0.594198325666667
"205",1,4,"WALKING","fBodyAccJerk-mean()-X",-0.358883413666667
"206",1,4,"WALKING","fBodyAccJerk-mean()-Y",-0.279553391533333
"207",1,4,"WALKING","fBodyAccJerk-mean()-Z",-0.728991595666667
"208",1,4,"WALKING","fBodyAccJerk-std()-X",-0.29732607245
"209",1,4,"WALKING","fBodyAccJerk-std()-Y",-0.2099000063
"210",1,4,"WALKING","fBodyAccJerk-std()-Z",-0.772359087333333
"211",1,4,"WALKING","fBodyAccMag-mean()",-0.450804558333333
"212",1,4,"WALKING","fBodyAccMag-std()",-0.651172628166667
"213",1,4,"WALKING","fBodyBodyAccJerkMag-mean()",-0.318587811
"214",1,4,"WALKING","fBodyBodyAccJerkMag-std()",-0.320458701
"215",1,4,"WALKING","fBodyBodyGyroJerkMag-mean()",-0.724327420666667
"216",1,4,"WALKING","fBodyBodyGyroJerkMag-std()",-0.757768081166667
"217",1,4,"WALKING","fBodyBodyGyroMag-mean()",-0.609285588016667
"218",1,4,"WALKING","fBodyBodyGyroMag-std()",-0.593937200833333
"219",1,4,"WALKING","fBodyGyro-mean()-X",-0.373384540666667
"220",1,4,"WALKING","fBodyGyro-mean()-Y",-0.688460056666667
"221",1,4,"WALKING","fBodyGyro-mean()-Z",-0.601381129166667
"222",1,4,"WALKING","fBodyGyro-std()-X",-0.542646759
"223",1,4,"WALKING","fBodyGyro-std()-Y",-0.654657770166667
"224",1,4,"WALKING","fBodyGyro-std()-Z",-0.716458475166667
"225",1,4,"WALKING","tBodyAcc-mean()-X",0.278582015166667
"226",1,4,"WALKING","tBodyAcc-mean()-Y",-0.0148399475341667
"227",1,4,"WALKING","tBodyAcc-mean()-Z",-0.11140306485
"228",1,4,"WALKING","tBodyAcc-std()-X",-0.440829971333333
"229",1,4,"WALKING","tBodyAcc-std()-Y",-0.0788267367683333
"230",1,4,"WALKING","tBodyAcc-std()-Z",-0.586252806833333
"231",1,4,"WALKING","tBodyAccJerk-mean()-X",0.0783529082183333
"232",1,4,"WALKING","tBodyAccJerk-mean()-Y",0.00295602428666667
"233",1,4,"WALKING","tBodyAccJerk-mean()-Z",-0.000767679338333334
"234",1,4,"WALKING","tBodyAccJerk-std()-X",-0.297042612533333
"235",1,4,"WALKING","tBodyAccJerk-std()-Y",-0.221165131581667
"236",1,4,"WALKING","tBodyAccJerk-std()-Z",-0.7513913825
"237",1,4,"WALKING","tBodyAccJerkMag-mean()",-0.366700879833333
"238",1,4,"WALKING","tBodyAccJerkMag-std()",-0.316918956
"239",1,4,"WALKING","tBodyAccMag-mean()",-0.312050574166667
"240",1,4,"WALKING","tBodyAccMag-std()",-0.527679103166667
"241",1,4,"WALKING","tBodyGyro-mean()-X",-0.0317982557795
"242",1,4,"WALKING","tBodyGyro-mean()-Y",-0.0726905278583333
"243",1,4,"WALKING","tBodyGyro-mean()-Z",0.0805677161216667
"244",1,4,"WALKING","tBodyGyro-std()-X",-0.500916659
"245",1,4,"WALKING","tBodyGyro-std()-Y",-0.665394092833333
"246",1,4,"WALKING","tBodyGyro-std()-Z",-0.662608226
"247",1,4,"WALKING","tBodyGyroJerk-mean()-X",-0.115321556475
"248",1,4,"WALKING","tBodyGyroJerk-mean()-Y",-0.0393474489133333
"249",1,4,"WALKING","tBodyGyroJerk-mean()-Z",-0.0551166852766667
"250",1,4,"WALKING","tBodyGyroJerk-std()-X",-0.492341066833333
"251",1,4,"WALKING","tBodyGyroJerk-std()-Y",-0.807419937
"252",1,4,"WALKING","tBodyGyroJerk-std()-Z",-0.640454132833333
"253",1,4,"WALKING","tBodyGyroJerkMag-mean()",-0.6813040365
"254",1,4,"WALKING","tBodyGyroJerkMag-std()",-0.7301463685
"255",1,4,"WALKING","tBodyGyroMag-mean()",-0.49779220106
"256",1,4,"WALKING","tBodyGyroMag-std()",-0.553116111166667
"257",1,4,"WALKING","tGravityAcc-mean()-X",0.963999696833333
"258",1,4,"WALKING","tGravityAcc-mean()-Y",-0.0858540265666667
"259",1,4,"WALKING","tGravityAcc-mean()-Z",0.127764112666667
"260",1,4,"WALKING","tGravityAcc-std()-X",-0.983826494833333
"261",1,4,"WALKING","tGravityAcc-std()-Y",-0.967963221
"262",1,4,"WALKING","tGravityAcc-std()-Z",-0.962968112
"263",1,4,"WALKING","tGravityAccMag-mean()",-0.312050574166667
"264",1,4,"WALKING","tGravityAccMag-std()",-0.527679103166667
"265",1,5,"WALKING","fBodyAcc-mean()-X",-0.287782607410714
"266",1,5,"WALKING","fBodyAcc-mean()-Y",0.00946037755178572
"267",1,5,"WALKING","fBodyAcc-mean()-Z",-0.490251090714286
"268",1,5,"WALKING","fBodyAcc-std()-X",-0.297517355196429
"269",1,5,"WALKING","fBodyAcc-std()-Y",0.0426026830839286
"270",1,5,"WALKING","fBodyAcc-std()-Z",-0.483059957321429
"271",1,5,"WALKING","fBodyAccJerk-mean()-X",-0.344954806428571
"272",1,5,"WALKING","fBodyAccJerk-mean()-Y",-0.181055554206071
"273",1,5,"WALKING","fBodyAccJerk-mean()-Z",-0.590496615535714
"274",1,5,"WALKING","fBodyAccJerk-std()-X",-0.3213903195
"275",1,5,"WALKING","fBodyAccJerk-std()-Y",-0.0545213604089286
"276",1,5,"WALKING","fBodyAccJerk-std()-Z",-0.633429995714286
"277",1,5,"WALKING","fBodyAccMag-mean()",-0.304992488892857
"278",1,5,"WALKING","fBodyAccMag-std()",-0.519636926071429
"279",1,5,"WALKING","fBodyBodyAccJerkMag-mean()",-0.269481661080357
"280",1,5,"WALKING","fBodyBodyAccJerkMag-std()",-0.305685376071429
"281",1,5,"WALKING","fBodyBodyGyroJerkMag-mean()",-0.548053574821429
"282",1,5,"WALKING","fBodyBodyGyroJerkMag-std()",-0.455665300892857
"283",1,5,"WALKING","fBodyBodyGyroMag-mean()",-0.484262828928571
"284",1,5,"WALKING","fBodyBodyGyroMag-std()",-0.589741506785714
"285",1,5,"WALKING","fBodyGyro-mean()-X",-0.372668749642857
"286",1,5,"WALKING","fBodyGyro-mean()-Y",-0.513951718392857
"287",1,5,"WALKING","fBodyGyro-mean()-Z",-0.213127031035714
"288",1,5,"WALKING","fBodyGyro-std()-X",-0.529392790178571
"289",1,5,"WALKING","fBodyGyro-std()-Y",-0.502683380535714
"290",1,5,"WALKING","fBodyGyro-std()-Z",-0.420367075178571
"291",1,5,"WALKING","tBodyAcc-mean()-X",0.27784234625
"292",1,5,"WALKING","tBodyAcc-mean()-Y",-0.0172850317482679
"293",1,5,"WALKING","tBodyAcc-mean()-Z",-0.107741776464286
"294",1,5,"WALKING","tBodyAcc-std()-X",-0.294098534232143
"295",1,5,"WALKING","tBodyAcc-std()-Y",0.0767484028053571
"296",1,5,"WALKING","tBodyAcc-std()-Z",-0.45702143625
"297",1,5,"WALKING","tBodyAccJerk-mean()-X",0.0845888833571429
"298",1,5,"WALKING","tBodyAccJerk-mean()-Y",-0.0163194101232143
"299",1,5,"WALKING","tBodyAccJerk-mean()-Z",8.32159351785732e-05
"300",1,5,"WALKING","tBodyAccJerk-std()-X",-0.302891024625
"301",1,5,"WALKING","tBodyAccJerk-std()-Y",-0.0910397428607143
"302",1,5,"WALKING","tBodyAccJerk-std()-Z",-0.612895318571429
"303",1,5,"WALKING","tBodyAccJerkMag-mean()",-0.288333024071429
"304",1,5,"WALKING","tBodyAccJerkMag-std()",-0.282242276785714
"305",1,5,"WALKING","tBodyAccMag-mean()",-0.158338674394643
"306",1,5,"WALKING","tBodyAccMag-std()",-0.377178733392857
"307",1,5,"WALKING","tBodyGyro-mean()-X",-0.0488919896632143
"308",1,5,"WALKING","tBodyGyro-mean()-Y",-0.0690135249642857
"309",1,5,"WALKING","tBodyGyro-mean()-Z",0.0815435495892857
"310",1,5,"WALKING","tBodyGyro-std()-X",-0.490877497857143
"311",1,5,"WALKING","tBodyGyro-std()-Y",-0.504622029821429
"312",1,5,"WALKING","tBodyGyro-std()-Z",-0.318700615178571
"313",1,5,"WALKING","tBodyGyroJerk-mean()-X",-0.0888408355267857
"314",1,5,"WALKING","tBodyGyroJerk-mean()-Y",-0.0449559531089286
"315",1,5,"WALKING","tBodyGyroJerk-mean()-Z",-0.0482679596035714
"316",1,5,"WALKING","tBodyGyroJerk-std()-X",-0.357681403285714
"317",1,5,"WALKING","tBodyGyroJerk-std()-Y",-0.57143812375
"318",1,5,"WALKING","tBodyGyroJerk-std()-Z",-0.157682543983929
"319",1,5,"WALKING","tBodyGyroJerkMag-mean()",-0.444532485357143
"320",1,5,"WALKING","tBodyGyroJerkMag-std()",-0.48919974625
"321",1,5,"WALKING","tBodyGyroMag-mean()",-0.355933083571429
"322",1,5,"WALKING","tBodyGyroMag-std()",-0.492176823571429
"323",1,5,"WALKING","tGravityAcc-mean()-X",0.972624959821429
"324",1,5,"WALKING","tGravityAcc-mean()-Y",-0.100440285303571
"325",1,5,"WALKING","tGravityAcc-mean()-Z",0.00247623628392857
"326",1,5,"WALKING","tGravityAcc-std()-X",-0.979348381428571
"327",1,5,"WALKING","tGravityAcc-std()-Y",-0.961585474821429
"328",1,5,"WALKING","tGravityAcc-std()-Z",-0.964580803928571
"329",1,5,"WALKING","tGravityAccMag-mean()",-0.158338674394643
"330",1,5,"WALKING","tGravityAccMag-std()",-0.377178733392857
"331",1,6,"WALKING","fBodyAcc-mean()-X",-0.187934323140351
"332",1,6,"WALKING","fBodyAcc-mean()-Y",0.140781621991228
"333",1,6,"WALKING","fBodyAcc-mean()-Z",-0.498520164385965
"334",1,6,"WALKING","fBodyAcc-std()-X",-0.34522769
"335",1,6,"WALKING","fBodyAcc-std()-Y",0.101699642168947
"336",1,6,"WALKING","fBodyAcc-std()-Z",-0.550474621754386
"337",1,6,"WALKING","fBodyAccJerk-mean()-X",-0.150942917824561
"338",1,6,"WALKING","fBodyAccJerk-mean()-Y",-0.0753742321614035
"339",1,6,"WALKING","fBodyAccJerk-mean()-Z",-0.541438616140351
"340",1,6,"WALKING","fBodyAccJerk-std()-X",-0.19269469414386
"341",1,6,"WALKING","fBodyAccJerk-std()-Y",0.0314450678263158
"342",1,6,"WALKING","fBodyAccJerk-std()-Z",-0.608624354210526
"343",1,6,"WALKING","fBodyAccMag-mean()",-0.201386607649123
"344",1,6,"WALKING","fBodyAccMag-std()",-0.421683093508772
"345",1,6,"WALKING","fBodyBodyAccJerkMag-mean()",-0.055401423331579
"346",1,6,"WALKING","fBodyBodyAccJerkMag-std()",-0.0964999702982456
"347",1,6,"WALKING","fBodyBodyGyroJerkMag-mean()",-0.366500534122807
"348",1,6,"WALKING","fBodyBodyGyroJerkMag-std()",-0.408078906482456
"349",1,6,"WALKING","fBodyBodyGyroMag-mean()",-0.329681123368421
"350",1,6,"WALKING","fBodyBodyGyroMag-std()",-0.510648322631579
"351",1,6,"WALKING","fBodyGyro-mean()-X",-0.239650710533333
"352",1,6,"WALKING","fBodyGyro-mean()-Y",-0.341378429473684
"353",1,6,"WALKING","fBodyGyro-mean()-Z",-0.203575458733333
"354",1,6,"WALKING","fBodyGyro-std()-X",-0.515323854385965
"355",1,6,"WALKING","fBodyGyro-std()-Y",-0.332008706842105
"356",1,6,"WALKING","fBodyGyro-std()-Z",-0.512209233508772
"357",1,6,"WALKING","tBodyAcc-mean()-X",0.283658868070175
"358",1,6,"WALKING","tBodyAcc-mean()-Y",-0.0168954189082456
"359",1,6,"WALKING","tBodyAcc-mean()-Z",-0.110303165877193
"360",1,6,"WALKING","tBodyAcc-std()-X",-0.296538717368421
"361",1,6,"WALKING","tBodyAcc-std()-Y",0.164213884996491
"362",1,6,"WALKING","tBodyAcc-std()-Z",-0.504324207192982
"363",1,6,"WALKING","tBodyAccJerk-mean()-X",0.0699585876912281
"364",1,6,"WALKING","tBodyAccJerk-mean()-Y",-0.0164831715964912
"365",1,6,"WALKING","tBodyAccJerk-mean()-Z",-0.00738931200701754
"366",1,6,"WALKING","tBodyAccJerk-std()-X",-0.132784766936842
"367",1,6,"WALKING","tBodyAccJerk-std()-Y",0.00808897373684211
"368",1,6,"WALKING","tBodyAccJerk-std()-Z",-0.575777466491228
"369",1,6,"WALKING","tBodyAccJerkMag-mean()",-0.195117026052632
"370",1,6,"WALKING","tBodyAccJerkMag-std()",-0.0706029648421053
"371",1,6,"WALKING","tBodyAccMag-mean()",-0.166840713631579
"372",1,6,"WALKING","tBodyAccMag-std()",-0.266734167368421
"373",1,6,"WALKING","tBodyGyro-mean()-X",-0.025509618645614
"374",1,6,"WALKING","tBodyGyro-mean()-Y",-0.0744462466
"375",1,6,"WALKING","tBodyGyro-mean()-Z",0.0838808799280702
